categoria	rubro	id	producto	titulo	unidad	detalle	sku	imagen	regla_1	precio_1	regla_2	precio_2	regla_3	precio_3
Limpieza	Varios	206	http://tatito.com.ar/producto/secador-sachi-40/	Secador Sachi 40	1 un		2994	http://tatito.com.ar/wp-content/uploads/2020/01/SECADOR-SACHI-40.jpg	1-2	220	3+	196.02		
AlmacÈn	Varios	147	http://tatito.com.ar/producto/semola-vitina-lucchetti-250gr/	Semola Vitina Lucchetti 	250 gr		5853	http://tatito.com.ar/wp-content/uploads/2020/01/SEmOLA-VITINA-LUCCHETTI-250GR.jpg	1-2	79	3+	68.25		
Limpieza	Shampoo	191	http://tatito.com.ar/producto/shampoo-sedal-crema-balance-sachet-caja-24-x10-grs/	Shampoo Sedal Crema Balance Sachet Caja 	24 x 10 gr		59931	http://tatito.com.ar/wp-content/uploads/2020/05/shampoo-sedal-crema-balance.jpg	1-2	179.99	3+	179.99		
Limpieza	Shampoo	191	http://tatito.com.ar/producto/shamp-sedal-sach-24-10gr/	Shampoo Sedal Restauracion Instantanea Sachet Caja 	24 x 10 gr		5993	http://tatito.com.ar/wp-content/uploads/2019/11/shampoo-sedal-restauracion-instantanea.jpg	1-2	179.99	3+	179.99		
Limpieza	Shampoo	191	http://tatito.com.ar/producto/shamp-suave-930ml/	Shampoo Suave 	930 mL		5989	http://tatito.com.ar/wp-content/uploads/2019/11/SHAmP-SUAVE-930mljpg	1-2	105	3+	91		
Frescos y Congelados	Sorrentinos	174	http://tatito.com.ar/producto/sorrentinos-madomi-x-500g/	Sorrentinos Madomi 	500 gr		103037	http://tatito.com.ar/wp-content/uploads/2020/01/SORRENTINOS-mADOmI-X-500grjpg	1-2	77	3+	65		
Desayuno	Edulcorantes	61	http://tatito.com.ar/producto/stevia-sob-x-100-hilert/	Stevia  Sobres 	100 un		102226	http://tatito.com.ar/wp-content/uploads/2020/01/STEVIA-SOB-X-100-HILERT.jpg	1-2	142	3+	121.78		
Limpieza	Suavizante	222	http://tatito.com.ar/producto/suav-borita-x-900ml-todos/	Suavizante Borita	900 mL		2626	http://tatito.com.ar/wp-content/uploads/2020/01/SUAV-BORITA-X-900mL-TODOS.jpg	1-2	85	3+	71.93		
Limpieza	Suavizante	222	http://tatito.com.ar/producto/suavizante-vivere-plancha-facil-900m/	Suavizante Vivere Plancha Facil 	900 ml		101820	http://tatito.com.ar/wp-content/uploads/2020/04/SUAVIZANTE-VIVERE-PLANCHA-FACIL.jpg	1-2	90.95	3+	78.83		
Frescos y Congelados	Tapas	160	http://tatito.com.ar/producto/tapa-p-emp-la-tuc-12un/	Tapa Para Empanadas La Tucumanita 	12 un		6333	http://tatito.com.ar/wp-content/uploads/2020/01/TAPA-PARA-EmPANADA-LA-TUC.12unjpg	1-2	41.99	3+	36.61		
Frescos y Congelados	Tapas	160	http://tatito.com.ar/producto/tapa-madomi-p-emp/	Tapa Para Empanadas Madomi 	12 un		6313	http://tatito.com.ar/wp-content/uploads/2020/01/TAPA-mADOmI-P-EmP.jpg	1-2	42	3+	35.88		
AlmacÈn	mate	143	http://tatito.com.ar/producto/te-la-virg-x-25-saq-s-iva/	Te La Virginia	25 un		1853	http://tatito.com.ar/wp-content/uploads/2020/01/TE-LA-VIRG-X-25-SAQ.jpg	1-2	42	3+	36.05		
AlmacÈn	mate	143	http://tatito.com.ar/producto/te-la-virg-x-100-saq-s-iva/	Te La Virginia 	100 un		4511	http://tatito.com.ar/wp-content/uploads/2020/01/TE-LA-VIRG-X-100-SAQ.jpg	1-2	170	3+	147.03		
AlmacÈn	mate	143	http://tatito.com.ar/producto/te-la-virg-x-50-saq-s-iva/	Te La Virginia 	50 un		100304	http://tatito.com.ar/wp-content/uploads/2020/01/TE-LA-VIRG-X-50-SAQ.jpg	1-2	89	3+	76.61		
Desayuno	mate	152	http://tatito.com.ar/producto/te-la-virg-boldo-25un/	Te La Virginia Boldo 	25 un		4517	http://tatito.com.ar/wp-content/uploads/2020/01/TE-LA-VIRG-BOLDO-25unjpg	1-2	75	3+	64.51		
Desayuno	mate	152	http://tatito.com.ar/producto/te-la-virg-rojo-20un/	Te La Virginia Rojo 	20 un		4515	http://tatito.com.ar/wp-content/uploads/2020/01/TE-LA-VIRG-ROJO-20unjpg	1-2	99	3+	88.12		
Desayuno	mate	152	http://tatito.com.ar/producto/te-la-virg-tilo-25un/	Te La Virginia Tilo 	25 un		4523	http://tatito.com.ar/wp-content/uploads/2020/01/TE-LA-VIRG-TILO-25unjpg	1-2	135	3+	116.8		
Desayuno	mate	152	http://tatito.com.ar/producto/te-la-virg-verde-20un/	Te La Virginia Verde 	20 un		100305	http://tatito.com.ar/wp-content/uploads/2020/01/TE-LA-VIRG-VERDE-20unjpg	1-2	76	3+	65.82		
Desayuno	mate	152	http://tatito.com.ar/producto/te-taragui-50un/	Te Taragui 	50 uN		4536	http://tatito.com.ar/wp-content/uploads/2020/01/TE-TARAGUI-50unjpg	1-2	98.5	3+	85.38		
Desayuno	mate	152	http://tatito.com.ar/producto/te-taragui-fil-esp-100s/	Te Taragui Fil.Esp 	100 un		100895	http://tatito.com.ar/wp-content/uploads/2020/01/TE-TARAGUI-FIL.ESP-100S.jpg	1-2	187	3+	163.77		
Desayuno	mate	152	http://tatito.com.ar/producto/te-taragui-fil-esp-25s/	Te Taragui Fil.Esp. 	25 un		100896	http://tatito.com.ar/wp-content/uploads/2020/01/TE-TARAGUI-FIL.ESP_.-25S.jpg	1-2	54	3+	46.22		
Desayuno	mate	152	http://tatito.com.ar/producto/te-taragui-tilo-25un/	Te Taragui Tilo 	25 un		4557	http://tatito.com.ar/wp-content/uploads/2020/01/TE-TARAGUI-TILO-25unjpg	1-2	142	3+	122.13		
Desayuno	mate	152	http://tatito.com.ar/producto/te-villa-rica-25un/	Te Villa Rica 	25 un		4516	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	38	3+	32.25		
Limpieza	ProtecciÛn Femenina	129	http://tatito.com.ar/producto/toall-calipso-plus-verde-8u/	Toalla Calipso Normal Con Gel Con Alas	8 un		100725	http://tatito.com.ar/wp-content/uploads/2020/01/TOALL-CALIPSO-PLUS-VERDE.8U..jpg	1-2	33	3+	28.6		
Limpieza	ProtecciÛn Femenina	129	http://tatito.com.ar/producto/toalla-ladysoft-c-a-nueva-verde-8un/	Toalla Ladysoft C/A Verde 	8 uN		5586	http://tatito.com.ar/wp-content/uploads/2020/01/TOALLA-LADYSOFT-CON-ALOE-NUEVA-VERDE-8unjpg	1-2	39.99	3+	34.63		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/tom-perita-arcor-3-400gr/	Tomate Perita Arcor  	400 gr		2542	http://tatito.com.ar/wp-content/uploads/2020/01/TOm-PERITA-ARCOR-3-400GR.jpg	1-2	65	3+	55.8		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/tomate-triturado-df-x-950-grs/	Tomate Triturado Df 	950 gr		110847	http://tatito.com.ar/wp-content/uploads/2020/04/TOmATE-TRIT-DF-1.jpg	1-2	91.19	3+	79.03		
Desayuno	Gall Dulces y Saladas	60	http://tatito.com.ar/producto/tostadas-light-gaona-200-grs/	Tostadas Light Gaona 	200 gr		112332	http://tatito.com.ar/wp-content/uploads/2020/05/tostadas-gaona-light-200gr.jpg	1-2	70	3+	60.58		
Snacks	Otros	235	http://tatito.com.ar/producto/veggie-snacks-granix-barbacoa-x-45-grs/	Veggie Snacks Granix Barbacoa	45 gr		113986	http://tatito.com.ar/wp-content/uploads/2020/07/veggie-snacks-barbacoa-45grjpg	1-2	39	3+	33.58		
Snacks	Otros	235	http://tatito.com.ar/producto/veggie-snacks-granix-cebolla-x-45-grs/	Veggie Snacks Granix Cebolla	45 gr		1139861	http://tatito.com.ar/wp-content/uploads/2020/07/veggie-snacks-cebolla-45grjpg	1-2	39	3+	33.58		
Snacks	Otros	235	http://tatito.com.ar/producto/veggie-snacks-granix-finas-hierbas-x-45-grs/	Veggie Snacks Granix Finas Hierbas	45 gr		1139862	http://tatito.com.ar/wp-content/uploads/2020/07/veggie-snacks-finashierbas-45grjpg	1-2	39	3+	33.58		
Snacks	Otros	235	http://tatito.com.ar/producto/veggie-snacks-granix-pizza-x-45-grs/	Veggie Snacks Granix Pizza	45 gr		1139863	http://tatito.com.ar/wp-content/uploads/2020/07/veggie-snacks-pizza-45grjpg	1-2	39	3+	33.58		
Limpieza	Varios	206	http://tatito.com.ar/producto/velas-relieve-colonial-x-4u-gr/	Velas Relieve/Colonial	4 un		103426	http://tatito.com.ar/wp-content/uploads/2020/01/VELAS-RELIEVE-COLONIAL-X-4U.GR_.jpg	1-2	14.49	3+	12.5		
AlmacÈn	Vinagres	153	http://tatito.com.ar/producto/vinagre-el-parrillero-x-1l/	Vinagre El Parrillero	1 lt		1160	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	45	3+	36.83		
AlmacÈn	Vinagres	153	http://tatito.com.ar/producto/vinagre-el-parrillero-5 lt/	Vinagre El Parrillero 	5 lt		1411	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	0	$	1		
AlmacÈn	Vinagres	153	http://tatito.com.ar/producto/vinagre-mo lto-vino-500-ml/	Vinagre Mo Lto Vino 	500 ml		105624	http://tatito.com.ar/wp-content/uploads/2020/04/VINAGRE-VINO-mO ltO-400.jpg	1-2	43.12	3+	35.04		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-balbo-borgx-1125/	Vino Balbo Borges 	1.125 lt		3880	http://tatito.com.ar/wp-content/uploads/2020/01/VINO-BALBO-BORGX-1125.jpg	1-2	102	3+	86.5		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-cavas-de-zonda-malbec-x-750-mm/	Vino Cavas De Zonda Malbec 	750 ml		105725	http://tatito.com.ar/wp-content/uploads/2020/05/vino-cavas-de-zonda-malbec.jpg	1-2	98	3+	82.5		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-dada-1-750-ml/	Vino Dada 	750 ml		102397	http://tatito.com.ar/wp-content/uploads/2020/05/vino-dada-1.jpg	1-2	205	3+	183		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-don-valentin-lacrado-tinto-750-ml/	Vino Don Valentin Lacrado Tinto 	750 ml		1038	http://tatito.com.ar/wp-content/uploads/2020/05/vino-valentin-lacrado-750.jpg	1-2	160	3+	130		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-finca-la-sofia-dulce-tardio-x-750-mm/	Vino Finca La Sofia Dulce Tardio 	750 ml		1109891	http://tatito.com.ar/wp-content/uploads/2020/05/VINO-LA-SOFIA-TARDIO-750.jpg	1-2	99	3+	88		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-finca-la-sofia-malbec-x-750-mm/	Vino Finca La Sofia Malbec 	750 ml		110989	http://tatito.com.ar/wp-content/uploads/2020/05/vino-finca-la-sofia-malbec.jpg	1-2	99	3+	88		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-frizze-evolution-750cc/	Vino Frizze Evolution 	750 cc		1270	http://tatito.com.ar/wp-content/uploads/2020/01/VINO-FRIZZE-EVOLUTION-750CC.jpg	1-2	93	3+	81.5		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-las-perdices-malbec-x-750-mm/	Vino Las Perdices Malbec 	750 ml		105798	http://tatito.com.ar/wp-content/uploads/2020/05/Vino-las-perdices-malbec.jpg	1-2	299.01	3+	265.01		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-nativo-bco-1 lt/	Vino Nativo Blanco 	1 lt		4056	http://tatito.com.ar/wp-content/uploads/2020/01/VINO-NATIVO-BCO-1 lt.jpg	1-2	65.35	3+	57.15		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-nativo-ros-1 lt/	Vino Nativo Ros 	1 lt		4076	http://tatito.com.ar/wp-content/uploads/2020/01/VINO-NATIVO-ROS-1 lt.jpg	1-2	65.35	3+	56.93		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-suter-malbec-x-750-mm/	Vino Suter Malbec 	750 ml		105189	http://tatito.com.ar/wp-content/uploads/2020/05/vino-suter-malbec.jpg	1-2	127	3+	109.86		
Bebidas	Vinos	65	http://tatito.com.ar/producto/vino-termidor-tinto-1 lt/	Vino Termidor Tinto 	1 lt		4069	http://tatito.com.ar/wp-content/uploads/2020/01/VINO-TERmIDOR-TINTO-1 lt.jpg	1-2	75	3+	58		
Bebidas	Vodkas	177	http://tatito.com.ar/producto/vodka-sky-750-ml/	Vodka Sky 	750 ml		103048	http://tatito.com.ar/wp-content/uploads/2020/01/AGUA-PALAU-X-1.5 ltS.jpg	1-2	400	3+	342.04		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-broche-oro-250gr-s-iva/	Yerba Broche Oro 	250 gr		105463	http://tatito.com.ar/wp-content/uploads/2020/01/YERBA-BROCHE-ORO-250GR.jpg	1-2	78.5	3+	65.8		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-broche-oro-500gr-s-iva/	Yerba Broche Oro 	500 gr		4389	http://tatito.com.ar/wp-content/uploads/2020/01/YERBA-BROCHE-ORO-500GR.jpg	1-2	135	3+	114.93		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-cachamate-con-hierbas-500-grs-amarilla/	Yerba Cachamate Con Hierbas 	500 gr	"ComposiciÛn: Yerba mate, poleo, lipia integrifolia (Incayuyo), manzanilla, hinojo, coriandro y menta."	44021	http://tatito.com.ar/wp-content/uploads/2020/05/yerba-cachamate-hierbas-amarilla-500.jpg	1-2	115	3+	96.91		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-cachamate-todas-500gr/	Yerba Cachamate Con Hierbas 	500 gr	"ComposiciÛn: Yerba mate con palo, poleo, boldo y menta."	4402	http://tatito.com.ar/wp-content/uploads/2019/11/yerba-cachamate-hierbas-500.jpg	1-2	115	3+	96.91		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-cbse-250gr/	Yerba Cbse 	250 gr		4414	http://tatito.com.ar/wp-content/uploads/2020/01/YERBA-CBSE-250GR.jpg	1-2	80	3+	67.6		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-cbse-500gr/	Yerba Cbse 	500 gr		4405	http://tatito.com.ar/wp-content/uploads/2020/01/YERBA-CBSE-500GR.jpg	1-2	135	3+	116.21		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-taragui-c-p-x-500gr-s-iva/	Yerba Taragui - C/Palo	500 gr		7606	http://tatito.com.ar/wp-content/uploads/2020/04/yerba-mate-taragui-500-grs.jpg	1-2	165	3+	143.19		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-verdeflor-x-500gr-todas/	Yerba Verdeflor 	500 gr		102800	http://tatito.com.ar/wp-content/uploads/2020/01/YERBA-VERDEFLOR-X-500GR-TODAS.jpg	1-2	135	3+	115.01		
AlmacÈn	mate	143	http://tatito.com.ar/producto/yerba-yerbacid-c-cascara-500-g/	Yerba Yerbacid - C/Cascara 	500 gr		102978	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	115	3+	93.6		
Lacteos	Yogures	146	http://tatito.com.ar/producto/yogur-cerros-tuc-1 lt/	Yogur Cerros Tucumanos 	1 lt		4915	http://tatito.com.ar/wp-content/uploads/2020/01/YOGUR-CERROS-TUC-1 lt.jpg	1-2	59.99	3+	52.99		
Lacteos	Yogures	146	http://tatito.com.ar/producto/yogur-manfrey-c-cereal-163gr/	Yogur Manfrey - C/Cereal 	163 gr		4955	http://tatito.com.ar/wp-content/uploads/2019/11/yogur-manfrey-cereal-163.jpg	1-2	43	3+	39.41		
Lacteos	Yogures	146	http://tatito.com.ar/producto/yogur-santa-maria-vasito-125cc/	Yogur Santa Maria Vasito 	125 cc		4888	http://tatito.com.ar/wp-content/uploads/2020/01/YOGUR-SANTA-mARIA-VASITO-125CC.jpg	1-2	22	3+	18.2		
Lacteos	Yogures	146	http://tatito.com.ar/producto/yogur-yofrey-120gr/	Yogur Yofrey Manfrey	120 gr		1828	http://tatito.com.ar/wp-content/uploads/2020/01/YOGUR-YOFREY-120GR.jpg	1-2	28.5	3+	24.28		
Lacteos	Yogures	146	http://tatito.com.ar/producto/yogur-yofrey-manfrey-x-120-grs/	Yogur Yofrey Manfrey	120 gr		49551	http://tatito.com.ar/wp-content/uploads/2020/07/yogur-manfrey-yofrey-120.jpg	1-2	43	3+	39.41		
